TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,REGION_RATING_CLIENT
0,Revolving loans,F,112500,225000,Pensioner,Secondary / secondary special,Civil marriage,-23468,2
0,Cash loans,M,315000,630000,Working,Higher education,Single / not married,-10483,3
0,Cash loans,F,135000,971280,Commercial associate,Secondary / secondary special,Married,-20729,3
0,Cash loans,F,157500,640080,Working,Higher education,Married,-16686,3
0,Cash loans,F,180000,675000,State servant,Higher education,Single / not married,-20983,3
1,Cash loans,M,135000,486459,Working,Secondary / secondary special,Married,-9777,2
0,Cash loans,M,202500,1350000,Working,Secondary / secondary special,Married,-21609,2
0,Cash loans,F,163350,797557.5,Working,Secondary / secondary special,Married,-18769,3
0,Cash loans,F,81000,770292,Pensioner,Secondary / secondary special,Married,-20887,2
0,Revolving loans,F,90000,270000,Working,Secondary / secondary special,Married,-13168,2
1,Cash loans,M,225000,339241.5,Commercial associate,Secondary / secondary special,Married,-11773,2
0,Cash loans,M,270000,675000,Commercial associate,Higher education,Separated,-13191,2
0,Cash loans,F,99000,360000,Working,Secondary / secondary special,Married,-17741,3
0,Cash loans,M,157500,270000,Working,Secondary / secondary special,Civil marriage,-10854,2
1,Cash loans,F,144000,916470,Commercial associate,Secondary / secondary special,Married,-13661,2
0,Cash loans,F,117000,225000,Working,Higher education,Separated,-9147,2
0,Cash loans,F,90000,284400,Pensioner,Higher education,Widow,-24322,2
0,Revolving loans,F,202500,270000,Working,Secondary / secondary special,Widow,-19975,2
0,Cash loans,F,202500,468648,Commercial associate,Higher education,Separated,-19099,2
0,Cash loans,F,225000,387000,Pensioner,Secondary / secondary special,Separated,-21481,2
0,Cash loans,F,180000,258709.5,Working,Secondary / secondary special,Civil marriage,-18587,3
0,Cash loans,F,90000,180000,Pensioner,Secondary / secondary special,Separated,-20378,2
0,Cash loans,F,67500,257391,State servant,Secondary / secondary special,Married,-18899,2
0,Revolving loans,F,135000,292500,Working,Higher education,Widow,-19702,2
0,Cash loans,F,157500,1113840,Working,Secondary / secondary special,Married,-11608,3
0,Revolving loans,F,90000,270000,Working,Secondary / secondary special,Single / not married,-16068,2
0,Cash loans,M,202500,1762110,Commercial associate,Higher education,Married,-17461,2
0,Cash loans,M,180000,1190340,Commercial associate,Secondary / secondary special,Married,-21617,2
0,Cash loans,F,157500,117162,Working,Secondary / secondary special,Married,-15782,2
0,Cash loans,F,54000,326439,Working,Secondary / secondary special,Married,-10560,2
0,Cash loans,F,157500,62554.5,Working,Secondary / secondary special,Single / not married,-10641,2
0,Cash loans,M,270000,835380,Working,Secondary / secondary special,Single / not married,-11419,2
0,Cash loans,F,202500,522396,Working,Secondary / secondary special,Married,-17276,3
0,Revolving loans,M,675000,900000,Commercial associate,Higher education,Single / not married,-19014,1
0,Cash loans,F,162000,479637,Working,Higher education,Separated,-18214,2
0,Cash loans,F,382500,1216201.5,Commercial associate,Higher education,Married,-10837,1
0,Cash loans,M,157500,414792,Commercial associate,Incomplete higher,Single / not married,-10954,2
1,Cash loans,F,225000,545040,Working,Secondary / secondary special,Separated,-12242,2
0,Cash loans,F,450000,407434.5,Commercial associate,Higher education,Civil marriage,-16097,3
0,Cash loans,F,144000,781920,Working,Higher education,Married,-23027,1
0,Cash loans,F,49500,646920,Working,Secondary / secondary special,Separated,-14700,2
0,Cash loans,M,157500,261648,Working,Secondary / secondary special,Single / not married,-12964,2
0,Cash loans,M,112500,454500,State servant,Secondary / secondary special,Married,-16804,2
1,Cash loans,M,81000,420718.5,Pensioner,Secondary / secondary special,Married,-23441,2
0,Cash loans,F,108000,645903,Pensioner,Lower secondary,Single / not married,-23688,2
0,Cash loans,F,76500,143910,Pensioner,Secondary / secondary special,Single / not married,-21398,2
0,Cash loans,F,112500,523237.5,Working,Secondary / secondary special,Married,-21025,2
0,Cash loans,M,202500,778500,Commercial associate,Secondary / secondary special,Married,-8639,3
0,Cash loans,F,148500,539100,Commercial associate,Secondary / secondary special,Single / not married,-8565,2
1,Cash loans,F,67500,314100,Working,Secondary / secondary special,Married,-12765,2
0,Cash loans,F,225000,436032,Pensioner,Secondary / secondary special,Separated,-20501,2
0,Cash loans,M,90000,225000,Working,Secondary / secondary special,Single / not married,-21288,2
0,Cash loans,F,180000,983299.5,State servant,Secondary / secondary special,Married,-14029,3
0,Cash loans,F,90000,405000,Working,Secondary / secondary special,Married,-11863,3
0,Cash loans,F,54000,153310.5,Pensioner,Secondary / secondary special,Widow,-24022,2
0,Cash loans,F,157500,540000,Commercial associate,Secondary / secondary special,Married,-15900,2
0,Revolving loans,F,112500,202500,Working,Higher education,Single / not married,-14955,2
0,Cash loans,F,157500,1255680,Working,Secondary / secondary special,Married,-15381,2
0,Cash loans,M,225000,2156400,Commercial associate,Higher education,Married,-19272,1
0,Revolving loans,F,270000,495000,Commercial associate,Higher education,Married,-16578,1
0,Revolving loans,F,67500,202500,State servant,Secondary / secondary special,Married,-10723,2
0,Cash loans,M,198000,634500,Commercial associate,Higher education,Civil marriage,-16149,3
0,Cash loans,M,211500,2156400,Commercial associate,Higher education,Married,-13567,1
0,Cash loans,F,247500,2220259.5,Commercial associate,Secondary / secondary special,Civil marriage,-12099,1
1,Cash loans,F,90000,490536,Working,Secondary / secondary special,Married,-17345,3
0,Cash loans,F,112500,537669,Working,Secondary / secondary special,Widow,-20223,2
0,Revolving loans,F,76500,180000,Working,Secondary / secondary special,Single / not married,-16367,2
0,Cash loans,F,112500,675000,State servant,Higher education,Married,-10726,3
0,Revolving loans,F,135000,315000,Working,Higher education,Single / not married,-16516,2
0,Cash loans,M,270000,796500,Working,Secondary / secondary special,Married,-16615,2
0,Cash loans,F,112500,343800,Working,Secondary / secondary special,Married,-12629,2
0,Cash loans,F,157500,675000,Working,Secondary / secondary special,Married,-18883,3
1,Cash loans,F,157500,327024,Working,Secondary / secondary special,Single / not married,-10230,2
0,Cash loans,F,67500,862560,Commercial associate,Higher education,Married,-13394,2
0,Cash loans,F,225000,1350000,Commercial associate,Higher education,Married,-19327,2
0,Cash loans,F,405000,1288350,Working,Secondary / secondary special,Widow,-19366,2
0,Cash loans,M,112500,225000,Working,Secondary / secondary special,Married,-11252,2
0,Cash loans,F,180000,1113840,Commercial associate,Secondary / secondary special,Civil marriage,-12288,1
0,Cash loans,F,247500,1211049,Working,Higher education,Married,-19629,2
0,Cash loans,M,135000,808650,Commercial associate,Secondary / secondary special,Married,-20030,3
0,Cash loans,F,202500,986782.5,Commercial associate,Secondary / secondary special,Civil marriage,-14120,3
0,Cash loans,F,382500,303489,Commercial associate,Higher education,Married,-13204,1
0,Cash loans,M,112500,127350,Working,Lower secondary,Single / not married,-13975,2
0,Revolving loans,F,112500,247500,Working,Higher education,Married,-12155,2
0,Cash loans,F,99000,239850,Pensioner,Secondary / secondary special,Married,-24508,2
0,Cash loans,M,180000,1350000,Working,Higher education,Married,-14323,1
0,Cash loans,M,112500,1252278,State servant,Higher education,Married,-15626,2
1,Cash loans,F,157500,700830,Working,Secondary / secondary special,Single / not married,-17517,3
0,Cash loans,F,157500,1125000,Working,Higher education,Married,-21501,2
1,Cash loans,M,171000,261000,Working,Higher education,Married,-14810,2
0,Cash loans,F,90000,597024,Pensioner,Secondary / secondary special,Married,-21961,2
0,Cash loans,F,112500,358443,Working,Higher education,Single / not married,-8490,3
0,Cash loans,F,612000,848745,Pensioner,Higher education,Married,-10826,1
0,Cash loans,F,202500,640080,Working,Higher education,Married,-11092,2
0,Cash loans,F,171000,1350000,Pensioner,Incomplete higher,Married,-20858,3
0,Cash loans,F,202500,1428408,Working,Higher education,Married,-12539,2
0,Cash loans,F,229500,990000,State servant,Secondary / secondary special,Married,-18561,2
0,Cash loans,F,270000,1159515,Pensioner,Higher education,Widow,-22099,2
0,Cash loans,F,112500,495985.5,Working,Secondary / secondary special,Married,-10376,3
0,Revolving loans,M,270000,765000,State servant,Higher education,Married,-13202,2
0,Cash loans,F,315000,1525482,Working,Higher education,Married,-17714,2
0,Cash loans,F,157500,794173.5,Commercial associate,Secondary / secondary special,Married,-13321,2
0,Cash loans,F,67500,101880,Working,Secondary / secondary special,Civil marriage,-17546,2
0,Revolving loans,F,67500,202500,Working,Secondary / secondary special,Civil marriage,-14868,3
0,Cash loans,M,270000,1350000,Commercial associate,Secondary / secondary special,Married,-15597,2
0,Cash loans,F,225000,427450.5,Working,Higher education,Separated,-14279,2
0,Cash loans,M,81000,679500,Working,Secondary / secondary special,Married,-10916,2
0,Cash loans,F,337500,1185282,State servant,Higher education,Separated,-23405,3
0,Cash loans,M,180000,746280,Working,Secondary / secondary special,Married,-13626,2
0,Cash loans,F,297000,354469.5,Commercial associate,Secondary / secondary special,Single / not married,-8523,3
0,Cash loans,F,90000,814041,Pensioner,Secondary / secondary special,Married,-21159,2
0,Revolving loans,F,67500,135000,Working,Incomplete higher,Married,-16251,2
0,Cash loans,M,112500,288873,Working,Secondary / secondary special,Married,-15117,2
0,Cash loans,F,135000,284400,Pensioner,Secondary / secondary special,Married,-24309,2
0,Cash loans,F,112500,900000,State servant,Higher education,Married,-12689,2
0,Cash loans,M,90000,348264,Pensioner,Lower secondary,Married,-23251,2
0,Cash loans,M,135000,792162,Commercial associate,Secondary / secondary special,Married,-14521,2
0,Cash loans,M,180000,319500,Working,Secondary / secondary special,Civil marriage,-22789,2
0,Revolving loans,F,112500,180000,Commercial associate,Secondary / secondary special,Married,-17877,2
0,Cash loans,M,180000,733315.5,Working,Incomplete higher,Married,-19494,2
0,Revolving loans,F,72000,202500,Pensioner,Lower secondary,Married,-21687,2
0,Cash loans,M,211500,1096020,State servant,Secondary / secondary special,Married,-16350,2
0,Cash loans,F,157500,675000,Pensioner,Secondary / secondary special,Married,-18649,2
0,Cash loans,F,90000,180000,Working,Higher education,Married,-8419,2
0,Cash loans,F,88483.5,455040,Commercial associate,Secondary / secondary special,Civil marriage,-20892,3
0,Cash loans,F,120325.5,143910,State servant,Higher education,Separated,-11201,2
0,Cash loans,F,135000,714154.5,Commercial associate,Secondary / secondary special,Married,-18304,3
0,Cash loans,F,126000,585000,Working,Secondary / secondary special,Civil marriage,-14937,2
0,Cash loans,F,180000,1125000,Working,Higher education,Civil marriage,-15859,2
0,Cash loans,F,225000,904500,Working,Secondary / secondary special,Civil marriage,-14882,2
0,Cash loans,F,135000,225000,Pensioner,Secondary / secondary special,Married,-24038,2
0,Cash loans,F,270000,1350000,Working,Secondary / secondary special,Married,-15220,2
0,Cash loans,F,89100,90000,Working,Secondary / secondary special,Married,-17427,2
0,Cash loans,F,225000,679500,Pensioner,Higher education,Married,-14753,1
0,Cash loans,F,162000,232434,Working,Secondary / secondary special,Widow,-13079,2
0,Cash loans,F,210600,904500,State servant,Secondary / secondary special,Single / not married,-18577,2
0,Cash loans,F,157500,225000,Commercial associate,Incomplete higher,Civil marriage,-8658,1
0,Cash loans,F,202500,288873,Pensioner,Secondary / secondary special,Married,-21692,3
0,Cash loans,F,67500,314100,Working,Secondary / secondary special,Married,-12694,2
0,Cash loans,F,135000,1256400,State servant,Higher education,Married,-17816,3
0,Cash loans,F,112500,508500,Pensioner,Higher education,Widow,-20142,2
0,Cash loans,M,144000,439740,Working,Higher education,Single / not married,-9219,2
0,Cash loans,F,108000,472500,Working,Secondary / secondary special,Married,-11823,2
0,Cash loans,F,99000,454500,Pensioner,Secondary / secondary special,Married,-23662,2
0,Cash loans,F,292500,808650,Pensioner,Secondary / secondary special,Separated,-19563,2
0,Cash loans,F,180000,396000,Pensioner,Secondary / secondary special,Civil marriage,-21481,2
0,Cash loans,F,117000,269550,Pensioner,Secondary / secondary special,Single / not married,-20783,2
0,Cash loans,F,58500,454500,Working,Secondary / secondary special,Separated,-14207,3
0,Cash loans,F,157500,900000,State servant,Higher education,Married,-18086,2
0,Cash loans,F,121500,405000,Commercial associate,Higher education,Married,-10348,2
0,Cash loans,F,157500,187083,Working,Secondary / secondary special,Civil marriage,-11962,3
0,Cash loans,F,225000,1890000,Commercial associate,Higher education,Single / not married,-13279,2
0,Cash loans,F,153000,263686.5,Pensioner,Secondary / secondary special,Married,-20195,2
0,Cash loans,F,112500,450000,Working,Secondary / secondary special,Married,-19341,2
1,Cash loans,M,90000,691020,Working,Secondary / secondary special,Civil marriage,-19192,2
0,Cash loans,M,450000,675000,Commercial associate,Higher education,Married,-12238,2
0,Cash loans,F,202500,1096020,Pensioner,Secondary / secondary special,Married,-22960,2
0,Cash loans,F,135000,835605,Working,Secondary / secondary special,Married,-16789,2
0,Cash loans,M,180000,500566.5,Working,Secondary / secondary special,Married,-14825,2
0,Revolving loans,F,112500,135000,Working,Secondary / secondary special,Separated,-15502,2
0,Cash loans,F,135000,1051245,Pensioner,Secondary / secondary special,Single / not married,-21368,3
0,Cash loans,M,319500,193500,Working,Higher education,Married,-13166,2
1,Revolving loans,M,315000,540000,Commercial associate,Higher education,Married,-16446,2
1,Cash loans,F,112500,338832,Working,Secondary / secondary special,Married,-10891,2
0,Cash loans,M,225000,1007761.5,Working,Incomplete higher,Married,-17653,3
0,Cash loans,M,180000,1078200,Working,Secondary / secondary special,Single / not married,-11535,2
0,Cash loans,F,112500,207306,Working,Secondary / secondary special,Married,-18178,3
0,Cash loans,M,90000,381528,Pensioner,Secondary / secondary special,Married,-21514,2
0,Cash loans,F,112500,269550,Working,Incomplete higher,Single / not married,-11022,3
